,index,product_title,product_update_time,product_avail,data_update_time
572,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 08:12:13.996860
573,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 08:12:13.996860
574,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 08:12:13.996860
575,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 08:27:58.533169
576,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 08:27:58.533169
577,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 08:27:58.533169
578,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 08:27:58.533169
579,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 08:27:58.533169
580,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 08:27:58.533169
581,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 08:27:58.533169
582,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 08:27:58.533169
583,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 08:44:11.736632
584,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 08:44:11.736632
585,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 08:44:11.736632
586,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 08:44:11.736632
587,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 08:44:11.736632
588,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 08:44:11.736632
589,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 08:44:11.736632
590,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 08:44:11.736632
591,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 09:09:33.090261
592,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 09:09:33.090261
593,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 09:09:33.090261
594,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 09:09:33.090261
595,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 09:09:33.090261
596,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 09:09:33.090261
597,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 09:09:33.090261
598,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 09:09:33.090261
599,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 09:24:07.974799
600,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 09:24:07.974799
601,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 09:24:07.974799
602,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 09:24:07.974799
603,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 09:24:07.974799
604,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 09:24:07.974799
605,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 09:24:07.974799
606,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 09:24:07.974799
607,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 09:44:10.458643
608,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 09:44:10.458643
609,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 09:44:10.458643
610,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 09:44:10.458643
611,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 09:44:10.458643
612,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 09:44:10.458643
613,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 09:44:10.458643
614,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 09:44:10.458643
615,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 10:09:59.022096
616,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 10:09:59.022096
617,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 10:09:59.022096
618,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 10:09:59.022096
619,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 10:09:59.022096
620,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 10:09:59.022096
621,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 10:09:59.022096
622,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 10:09:59.022096
623,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 10:28:45.948169
624,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 10:28:45.948169
625,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 10:28:45.948169
626,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 10:28:45.948169
627,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 10:28:45.948169
628,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 10:28:45.948169
629,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 10:28:45.948169
630,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 10:28:45.948169
631,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 10:43:40.913492
632,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 10:43:40.913492
633,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 10:43:40.913492
634,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 10:43:40.913492
635,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 10:43:40.913492
636,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 10:43:40.913492
637,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 10:43:40.913492
638,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 10:43:40.913492
639,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 11:08:15.746659
640,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 11:08:15.746659
641,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 11:08:15.746659
642,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 11:08:15.746659
643,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 11:08:15.746659
644,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 11:08:15.746659
645,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 11:08:15.746659
646,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 11:08:15.746659
647,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 11:24:04.997993
648,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 11:24:04.997993
649,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 11:24:04.997993
650,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 11:24:04.997993
651,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 11:24:04.997993
652,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 11:24:04.997993
653,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 11:24:04.997993
654,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 11:24:04.997993
655,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 11:43:53.284762
656,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 11:43:53.284762
657,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 11:43:53.284762
658,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 11:43:53.284762
659,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 11:43:53.284762
660,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 11:43:53.284762
661,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 11:43:53.284762
662,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 11:43:53.284762
663,0,Buffalo Trace,2023-08-16 11:17:00.000000,1,2023-08-17 12:17:23.366536
664,1,W.L. Weller Special Reserve,2023-08-16 11:17:00.000000,0,2023-08-17 12:17:23.366536
665,2,E.H. Taylor Jr. Small Batch,2023-08-16 11:17:00.000000,0,2023-08-17 12:17:23.366536
666,3,Eagle Rare,2023-08-16 11:17:00.000000,0,2023-08-17 12:17:23.366536
667,4,Blanton’s Single Barrel,2023-08-16 11:17:00.000000,0,2023-08-17 12:17:23.366536
668,5,Sazerac Rye,2023-08-16 11:17:00.000000,1,2023-08-17 12:17:23.366536
669,6,Wheatley,2023-08-16 11:17:00.000000,1,2023-08-17 12:17:23.366536
670,7,Bourbon Cream,2023-08-16 11:17:00.000000,1,2023-08-17 12:17:23.366536
671,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 12:42:38.393389
672,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 12:42:38.393389
673,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 12:42:38.393389
674,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 12:42:38.393389
675,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 12:42:38.393389
676,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 12:42:38.393389
677,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 12:42:38.393389
678,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 12:42:38.393389
679,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 13:10:49.509400
680,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 13:10:49.509400
681,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 13:10:49.509400
682,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 13:10:49.509400
683,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 13:10:49.509400
684,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 13:10:49.509400
685,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 13:10:49.509400
686,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 13:10:49.509400
687,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 13:28:50.101933
688,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 13:28:50.101933
689,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 13:28:50.101933
690,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 13:28:50.101933
691,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 13:28:50.101933
692,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 13:28:50.101933
693,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 13:28:50.101933
694,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 13:28:50.101933
695,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 13:44:09.020287
696,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 13:44:09.020287
697,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 13:44:09.020287
698,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 13:44:09.020287
699,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 13:44:09.020287
700,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 13:44:09.020287
701,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 13:44:09.020287
702,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 13:44:09.020287
703,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 14:08:52.504932
704,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 14:08:52.504932
705,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 14:08:52.504932
706,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 14:08:52.504932
707,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 14:08:52.504932
708,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 14:08:52.504932
709,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 14:08:52.504932
710,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 14:08:52.504932
711,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 14:26:53.845069
712,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 14:26:53.845069
713,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 14:26:53.845069
714,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 14:26:53.845069
715,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 14:26:53.845069
716,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 14:26:53.845069
717,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 14:26:53.845069
718,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 14:26:53.845069
719,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 14:43:45.772068
720,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 14:43:45.772068
721,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 14:43:45.772068
722,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 14:43:45.772068
723,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 14:43:45.772068
724,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 14:43:45.772068
725,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 14:43:45.772068
726,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 14:43:45.772068
727,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 15:09:28.282578
728,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 15:09:28.282578
729,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 15:09:28.282578
730,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 15:09:28.282578
731,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 15:09:28.282578
732,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 15:09:28.282578
733,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 15:09:28.282578
734,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 15:09:28.282578
735,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 15:24:41.636794
736,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 15:24:41.636794
737,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 15:24:41.636794
738,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 15:24:41.636794
739,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 15:24:41.636794
740,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 15:24:41.636794
741,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 15:24:41.636794
742,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 15:24:41.636794
743,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 15:43:53.876094
744,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 15:43:53.876094
745,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 15:43:53.876094
746,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 15:43:53.876094
747,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 15:43:53.876094
748,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 15:43:53.876094
749,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 15:43:53.876094
750,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 15:43:53.876094
751,0,Buffalo Trace,2023-08-17 08:30:00.000000,1,2023-08-17 16:11:53.571083
752,1,W.L. Weller Special Reserve,2023-08-17 08:30:00.000000,0,2023-08-17 16:11:53.571083
753,2,E.H. Taylor Jr. Small Batch,2023-08-17 08:30:00.000000,0,2023-08-17 16:11:53.571083
754,3,Eagle Rare,2023-08-17 08:30:00.000000,1,2023-08-17 16:11:53.571083
755,4,Blanton’s Single Barrel,2023-08-17 08:30:00.000000,0,2023-08-17 16:11:53.571083
756,5,Sazerac Rye,2023-08-17 08:30:00.000000,1,2023-08-17 16:11:53.571083
757,6,Wheatley,2023-08-17 08:30:00.000000,1,2023-08-17 16:11:53.571083
758,7,Bourbon Cream,2023-08-17 08:30:00.000000,1,2023-08-17 16:11:53.571083
759,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-17 16:31:07.250985
760,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-17 16:31:07.250985
761,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-17 16:31:07.250985
762,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-17 16:31:07.250985
763,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-17 16:31:07.250985
764,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-17 16:31:07.250985
765,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-17 16:31:07.250985
766,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-17 16:31:07.250985
767,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-17 16:44:10.945069
768,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-17 16:44:10.945069
769,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-17 16:44:10.945069
770,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-17 16:44:10.945069
771,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-17 16:44:10.945069
772,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-17 16:44:10.945069
773,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-17 16:44:10.945069
774,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-17 16:44:10.945069
775,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-17 17:08:24.634519
776,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-17 17:08:24.634519
777,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-17 17:08:24.634519
778,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-17 17:08:24.634519
779,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-17 17:08:24.634519
780,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-17 17:08:24.634519
781,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-17 17:08:24.634519
782,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-17 17:08:24.634519
783,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-17 17:25:54.720292
784,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-17 17:25:54.720292
785,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-17 17:25:54.720292
786,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-17 17:25:54.720292
787,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-17 17:25:54.720292
788,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-17 17:25:54.720292
789,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-17 17:25:54.720292
790,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-17 17:25:54.720292
791,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-17 17:44:12.175325
792,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-17 17:44:12.175325
793,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-17 17:44:12.175325
794,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-17 17:44:12.175325
795,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-17 17:44:12.175325
796,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-17 17:44:12.175325
797,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-17 17:44:12.175325
798,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-17 17:44:12.175325
799,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-18 06:12:31.075676
800,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-18 06:12:31.075676
801,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-18 06:12:31.075676
802,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-18 06:12:31.075676
803,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-18 06:12:31.075676
804,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-18 06:12:31.075676
805,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-18 06:12:31.075676
806,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-18 06:12:31.075676
807,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-18 06:29:03.445767
808,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-18 06:29:03.445767
809,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-18 06:29:03.445767
810,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-18 06:29:03.445767
811,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-18 06:29:03.445767
812,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-18 06:29:03.445767
813,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-18 06:29:03.445767
814,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-18 06:29:03.445767
815,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-18 06:44:06.568612
816,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-18 06:44:06.568612
817,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-18 06:44:06.568612
818,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-18 06:44:06.568612
819,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-18 06:44:06.568612
820,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-18 06:44:06.568612
821,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-18 06:44:06.568612
822,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-18 06:44:06.568612
823,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-18 07:08:48.403852
824,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-18 07:08:48.403852
825,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-18 07:08:48.403852
826,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-18 07:08:48.403852
827,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-18 07:08:48.403852
828,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-18 07:08:48.403852
829,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-18 07:08:48.403852
830,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-18 07:08:48.403852
831,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-18 07:23:48.126251
832,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-18 07:23:48.126251
833,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-18 07:23:48.126251
834,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-18 07:23:48.126251
835,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-18 07:23:48.126251
836,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-18 07:23:48.126251
837,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-18 07:23:48.126251
838,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-18 07:23:48.126251
839,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-18 07:43:43.478003
840,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-18 07:43:43.478003
841,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-18 07:43:43.478003
842,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-18 07:43:43.478003
843,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-18 07:43:43.478003
844,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-18 07:43:43.478003
845,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-18 07:43:43.478003
846,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-18 07:43:43.478003
847,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-18 08:12:05.911857
848,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-18 08:12:05.911857
849,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-18 08:12:05.911857
850,3,Eagle Rare,2023-08-17 12:25:00.000000,0,2023-08-18 08:12:05.911857
851,4,Blanton’s Single Barrel,2023-08-17 12:25:00.000000,0,2023-08-18 08:12:05.911857
852,5,Sazerac Rye,2023-08-17 12:25:00.000000,1,2023-08-18 08:12:05.911857
853,6,Wheatley,2023-08-17 12:25:00.000000,1,2023-08-18 08:12:05.911857
854,7,Bourbon Cream,2023-08-17 12:25:00.000000,1,2023-08-18 08:12:05.911857
855,0,Buffalo Trace,2023-08-17 12:25:00.000000,1,2023-08-18 08:28:23.761430
856,1,W.L. Weller Special Reserve,2023-08-17 12:25:00.000000,0,2023-08-18 08:28:23.761430
857,2,E.H. Taylor Jr. Small Batch,2023-08-17 12:25:00.000000,0,2023-08-18 08:28:23.761430
